id.practice,year,Y,Z,post,n.patients,V1_avg,V2_avg,V3_avg,V4_avg,V5_A_avg,V5_B_avg,V5_C_avg
433,2,935.0001004,0,0,160,11.264,3.044,0.55,0.069,0.544,0.331,0.125
433,3,1378.611594,0,1,169,11.395,3.036,0.544,-0.031,0.562,0.314,0.124
433,4,1027.406372,0,1,200,11.389,3.045,0.545,-0.021,0.52,0.335,0.145
434,1,681.8962594,1,0,131,11.381,2.916,0.565,0.235,0.565,0.351,0.084
434,2,1101.297177,1,0,127,11.166,2.843,0.567,0.222,0.567,0.362,0.071
434,3,1320.851479,1,1,125,11.342,2.8,0.544,0.167,0.56,0.368,0.072
434,4,1476.484654,1,1,118,10.964,2.856,0.5,0.062,0.508,0.415,0.076
435,1,918.2185162,0,0,478,11.527,3.01,0.498,0.069,0.849,0.113,0.038
435,2,1040.498601,0,0,449,11.669,3.016,0.51,0.052,0.857,0.109,0.033
435,3,1093.036887,0,1,476,11.777,2.989,0.513,-0.036,0.855,0.105,0.04
435,4,1247.625464,0,1,473,11.902,3,0.493,-0.156,0.848,0.112,0.04
436,1,922.3495693,1,0,631,11.31,3.049,0.515,0.101,0.745,0.204,0.051
436,2,1162.397588,1,0,674,11.444,3.034,0.512,0.043,0.742,0.211,0.047
436,3,1244.925367,1,1,728,11.465,3.022,0.527,0.031,0.758,0.194,0.048
436,4,1323.43239,1,1,721,11.569,3.008,0.52,-0.057,0.752,0.194,0.054
437,1,853.0951852,0,0,822,11.434,3.002,0.557,0.113,0.453,0.32,0.227
437,2,1148.228435,0,0,817,11.534,2.98,0.558,0.078,0.455,0.324,0.22
437,3,1152.324599,0,1,814,11.633,2.975,0.543,0.022,0.44,0.324,0.236
437,4,1334.433785,0,1,803,11.662,2.949,0.54,-0.021,0.436,0.33,0.234
438,1,572.3619201,0,0,62,11.445,3.323,0.323,-0.56,0.726,0.097,0.177
438,2,654.1991126,0,0,81,11.495,3.383,0.457,-0.269,0.741,0.111,0.148
438,3,738.2625946,0,1,76,11.45,3.474,0.487,-0.248,0.737,0.118,0.145
438,4,1017.233747,0,1,79,11.377,3.468,0.481,-0.27,0.734,0.127,0.139
439,1,898.9013379,0,0,294,11.501,3.024,0.544,0.139,0.707,0.139,0.153
439,2,1198.350256,0,0,293,11.606,3.034,0.532,0.048,0.71,0.133,0.157
439,3,1389.086112,0,1,284,11.626,3.063,0.528,0.052,0.722,0.123,0.155
439,4,1369.882189,0,1,282,11.693,3.014,0.5,0.029,0.716,0.131,0.152
440,1,972.3354089,1,0,840,11.145,2.912,0.581,0.386,0.485,0.26,0.256
440,2,1246.318622,1,0,913,11.098,2.916,0.593,0.378,0.487,0.26,0.253
440,3,1260.678243,1,1,936,10.962,2.903,0.6,0.354,0.478,0.263,0.26
440,4,1606.036341,1,1,909,10.886,2.923,0.598,0.339,0.476,0.266,0.257
441,1,1105.395012,1,0,142,11.581,2.894,0.549,-0.358,0.662,0.218,0.12
441,2,1062.428037,1,0,144,11.65,2.924,0.528,-0.353,0.694,0.201,0.104
441,3,1274.442943,1,1,148,11.54,2.946,0.507,-0.384,0.696,0.203,0.101
441,4,1040.908934,1,1,158,11.147,2.994,0.494,-0.368,0.715,0.19,0.095
442,1,761.9466832,0,0,515,11.427,3.025,0.505,-0.138,0.633,0.303,0.064
442,2,976.5962836,0,0,487,11.365,3.06,0.501,-0.133,0.645,0.292,0.064
442,3,974.5787514,0,1,488,11.401,3.088,0.508,-0.08,0.645,0.283,0.072
442,4,1314.535097,0,1,491,11.565,3.126,0.511,-0.103,0.646,0.281,0.073
443,1,1067.927237,0,0,526,11.084,3.087,0.599,0.341,0.589,0.314,0.097
443,2,1268.488434,0,0,532,11.295,3.071,0.592,0.28,0.566,0.338,0.096
443,3,1429.028335,0,1,518,11.262,3.048,0.568,0.196,0.564,0.351,0.085
443,4,1493.498316,0,1,488,11.162,3.039,0.574,0.13,0.574,0.34,0.086
444,1,799.9672668,0,0,601,11.279,2.915,0.509,0.099,0.466,0.331,0.203
444,2,953.8785059,0,0,626,11.434,2.898,0.513,0.048,0.462,0.329,0.209
444,3,1189.686006,0,1,618,11.476,2.945,0.505,-0.043,0.447,0.337,0.217
444,4,1166.665707,0,1,643,11.558,2.949,0.505,-0.064,0.448,0.344,0.208
445,1,796.6869927,0,0,383,10.959,2.94,0.564,0.245,0.587,0.196,0.217
445,2,1397.222951,0,0,352,10.942,2.991,0.577,0.243,0.602,0.193,0.205
445,3,1392.072145,0,1,383,11.337,2.995,0.551,0.097,0.621,0.178,0.201
445,4,1330.617542,0,1,374,11.391,2.906,0.548,0.024,0.636,0.171,0.193
446,1,943.6865732,0,0,334,11.139,2.805,0.581,0.216,0.608,0.302,0.09
446,2,979.4788937,0,0,351,11.165,2.906,0.587,0.181,0.601,0.293,0.105
446,3,1068.947023,0,1,353,11.195,2.887,0.598,0.16,0.569,0.326,0.105
446,4,1206.955619,0,1,403,11.073,2.918,0.583,0.1,0.558,0.345,0.097
447,1,1080.633875,1,0,551,11.278,3.111,0.662,0.466,0.791,0.113,0.096
447,2,1390.39088,1,0,512,11.248,3.111,0.668,0.466,0.783,0.115,0.102
447,3,1686.516536,1,1,496,11.32,3.083,0.663,0.432,0.786,0.113,0.101
447,4,1615.747093,1,1,516,11.43,3.029,0.634,0.293,0.779,0.109,0.112
448,1,869.5908719,1,0,1140,11.379,3.025,0.568,0.198,0.728,0.201,0.071
448,2,1236.890151,1,0,1162,11.565,3.001,0.534,0.083,0.732,0.196,0.071
448,3,1289.689444,1,1,1152,11.541,2.957,0.539,0.075,0.732,0.197,0.071
448,4,1418.380621,1,1,1079,11.482,2.961,0.54,0.052,0.735,0.195,0.07
449,1,724.0057054,0,0,574,11.314,3.085,0.554,0.095,0.904,0.08,0.016
449,2,918.6409973,0,0,594,11.384,3.104,0.557,0.082,0.907,0.077,0.015
449,3,1031.040906,0,1,604,11.481,3.096,0.55,0.075,0.894,0.088,0.018
449,4,1126.23792,0,1,599,11.657,3.102,0.536,-0.001,0.896,0.085,0.018
450,1,891.565158,1,0,207,11.182,3.005,0.546,0.349,0.807,0.174,0.019
450,2,1140.530809,1,0,210,11.263,3.005,0.524,0.322,0.814,0.162,0.024
450,3,1373.566168,1,1,197,11.263,3.091,0.523,0.339,0.802,0.178,0.02
450,4,1421.255634,1,1,211,11.53,3.118,0.526,0.179,0.806,0.175,0.019
451,1,834.6352801,1,0,951,11.523,2.989,0.558,0.054,0.795,0.145,0.06
451,2,959.1554298,1,0,946,11.635,2.973,0.554,0.055,0.794,0.149,0.057
451,3,1177.537337,1,1,935,11.707,2.943,0.545,-0.028,0.787,0.157,0.056
451,4,1329.919465,1,1,921,11.687,2.963,0.543,-0.078,0.8,0.149,0.051
452,1,859.0208511,0,0,223,11.712,3.184,0.578,0.049,0.682,0.238,0.081
452,2,938.9587811,0,0,232,11.977,3.203,0.565,-0.067,0.69,0.233,0.078
452,3,1087.538425,0,1,228,11.92,3.197,0.526,-0.133,0.689,0.228,0.083
452,4,1285.317798,0,1,224,11.985,3.196,0.527,-0.142,0.683,0.237,0.08
453,1,939.4260721,0,0,445,11.407,3.031,0.578,0.215,0.445,0.387,0.169
453,2,1057.576072,0,0,426,11.466,3.031,0.568,0.208,0.448,0.39,0.162
453,3,1235.254733,0,1,463,11.471,3.037,0.562,0.094,0.447,0.389,0.164
453,4,1106.872418,0,1,443,11.489,3.016,0.546,0.042,0.454,0.388,0.158
454,1,993.5980378,0,0,514,11.376,3.056,0.605,0.236,0.667,0.249,0.084
454,2,1038.664085,0,0,480,11.435,3.069,0.604,0.236,0.669,0.25,0.081
454,3,1336.809241,0,1,491,11.332,3.069,0.58,0.164,0.666,0.255,0.079
454,4,1430.097149,0,1,481,11.405,3.019,0.59,0.139,0.653,0.268,0.079
455,1,694.4420559,0,0,563,12.331,3.011,0.476,-0.371,0.6,0.286,0.114
455,2,750.0715115,0,0,583,12.072,2.964,0.492,-0.29,0.592,0.293,0.115
455,3,838.1694875,0,1,590,12.034,2.946,0.492,-0.29,0.588,0.292,0.12
455,4,945.7950367,0,1,562,12.088,2.943,0.489,-0.332,0.575,0.301,0.125
456,1,730.4471643,0,0,301,12.167,2.924,0.528,-0.037,0.691,0.233,0.076
456,2,849.8833191,0,0,303,12.108,2.911,0.515,-0.049,0.703,0.221,0.076
456,3,958.1703569,0,1,294,12.12,2.993,0.517,-0.025,0.707,0.224,0.068
456,4,1115.466451,0,1,299,11.868,2.913,0.508,-0.042,0.716,0.217,0.067
457,1,947.9793966,1,0,202,10.749,2.931,0.569,0.274,0.569,0.302,0.129
457,2,1026.873471,1,0,189,10.978,2.905,0.566,0.28,0.571,0.291,0.138
457,3,1063.315861,1,1,236,11.239,3.004,0.551,-0.036,0.564,0.297,0.14
457,4,1304.942104,1,1,228,10.963,3.009,0.553,-0.043,0.579,0.281,0.14
458,1,1140.09946,1,0,165,11.978,2.691,0.479,-0.327,0.697,0.152,0.152
458,2,846.6667001,1,0,152,11.815,2.664,0.454,-0.319,0.717,0.151,0.132
458,3,950.8927523,1,1,143,11.778,2.636,0.462,-0.333,0.727,0.154,0.119
458,4,1144.599475,1,1,134,11.779,2.694,0.478,-0.341,0.724,0.157,0.119
459,1,966.7436033,0,0,145,11.226,3.166,0.579,-0.05,0.545,0.262,0.193
459,2,1021.2413,0,0,162,11.684,3.062,0.562,-0.098,0.537,0.278,0.185
459,3,1139.036585,0,1,163,11.441,3.117,0.589,-0.087,0.552,0.276,0.172
459,4,1059.532739,0,1,187,11.366,3.08,0.588,-0.116,0.588,0.246,0.166
460,1,1094.219872,1,0,527,11.169,2.939,0.535,0.136,0.731,0.186,0.083
460,2,1092.0416,1,0,525,11.177,2.989,0.531,0.108,0.724,0.185,0.091
460,3,1320.846241,1,1,524,11.143,3.071,0.525,0.083,0.725,0.179,0.095
460,4,1402.735518,1,1,529,11.108,3.011,0.529,0.07,0.73,0.172,0.098
461,1,713.7514382,1,0,953,11.365,2.899,0.575,0.137,0.714,0.166,0.121
461,2,1028.685984,1,0,958,11.448,2.914,0.563,0.099,0.712,0.162,0.126
461,3,1175.332839,1,1,955,11.437,2.918,0.563,0.064,0.711,0.163,0.126
461,4,1229.796101,1,1,937,11.481,2.934,0.555,0.008,0.708,0.166,0.126
462,1,760.265482,0,0,198,11.289,3,0.54,-0.112,0.828,0.101,0.071
462,2,836.8787896,0,0,232,11.404,2.97,0.573,-0.124,0.836,0.099,0.065
462,3,851.2310288,0,1,246,11.382,2.963,0.553,-0.201,0.825,0.106,0.069
462,4,1163.071889,0,1,251,11.262,3.028,0.526,-0.227,0.821,0.104,0.076
463,1,921.224538,0,0,295,11.142,3.01,0.512,0.195,0.431,0.427,0.142
463,2,924.2091274,0,0,293,11.225,3.031,0.522,0.117,0.423,0.423,0.154
463,3,1067.22609,0,1,301,11.446,2.99,0.505,0.027,0.422,0.442,0.136
463,4,1062.760441,0,1,299,11.337,2.92,0.528,-0.004,0.421,0.441,0.137
464,1,592.3789664,0,0,231,11.469,3.004,0.532,-0.088,0.58,0.32,0.1
464,2,894.6712583,0,0,226,11.507,3.084,0.531,-0.036,0.593,0.305,0.102
464,3,1231.750974,0,1,247,11.67,3.134,0.498,-0.135,0.603,0.287,0.109
464,4,1438.343223,0,1,223,12.014,3.166,0.466,-0.221,0.61,0.287,0.103
465,1,893.2885127,0,0,352,11.172,2.821,0.54,0.035,0.594,0.219,0.188
465,2,1355.28628,0,0,357,11.225,2.843,0.535,0.039,0.594,0.216,0.19
465,3,925.5215241,0,1,378,11.403,2.899,0.516,-0.048,0.603,0.228,0.169
465,4,1170.691484,0,1,375,11.625,2.933,0.52,-0.162,0.613,0.221,0.165
466,1,734.9379145,1,0,983,11.172,3.117,0.583,0.24,0.56,0.303,0.137
466,2,1100.589963,1,0,997,11.241,3.101,0.567,0.19,0.545,0.317,0.138
466,3,1252.508248,1,1,994,11.422,3.078,0.562,0.137,0.55,0.314,0.136
466,4,1454.720968,1,1,989,11.412,3.108,0.56,0.097,0.541,0.324,0.135
467,1,794.9386315,0,0,1143,11.45,3.009,0.506,0.006,0.346,0.414,0.24
467,2,921.3483362,0,0,1124,11.498,3.027,0.506,0.001,0.341,0.42,0.239
467,3,958.8520747,0,1,1131,11.455,3.063,0.515,-0.008,0.352,0.419,0.229
467,4,1154.919321,0,1,1092,11.472,3.065,0.516,-0.018,0.354,0.411,0.234
468,1,943.6240098,0,0,288,11.245,3.073,0.608,0.294,0.705,0.219,0.076
468,2,1120.960832,0,0,289,11.307,3.059,0.592,0.279,0.696,0.232,0.073
468,3,1055.262693,0,1,286,11.264,3.098,0.58,0.252,0.678,0.241,0.08
468,4,1422.883574,0,1,266,11.361,3.049,0.549,0.214,0.665,0.252,0.083
469,1,956.3794425,1,0,3722,11.281,3.029,0.573,0.235,0.615,0.262,0.123
469,2,1153.465072,1,0,3501,11.278,3.028,0.575,0.212,0.618,0.261,0.121
469,3,1226.186667,1,1,3340,11.274,3.028,0.575,0.193,0.613,0.266,0.121
469,4,1408.932896,1,1,3469,11.317,2.992,0.562,0.111,0.613,0.264,0.123
470,1,505.7855352,1,0,154,12.017,3,0.364,-1.01,0.799,0.11,0.091
470,2,654.1234282,1,0,137,11.876,3.08,0.358,-0.939,0.81,0.102,0.088
470,3,1024.536818,1,1,151,11.791,3.106,0.358,-0.858,0.815,0.086,0.099
470,4,617.6397307,1,1,241,11.919,3.037,0.353,-0.823,0.859,0.079,0.062
471,1,753.8067951,0,0,166,11.353,2.934,0.578,0.241,0.608,0.295,0.096
471,2,1551.68212,0,0,166,11.383,2.97,0.59,0.235,0.596,0.307,0.096
471,3,902.6112262,0,1,254,11.485,3.031,0.567,-0.034,0.618,0.276,0.106
471,4,1030.179977,0,1,266,11.55,3.06,0.568,-0.099,0.605,0.282,0.113
472,1,638.2819473,1,0,486,12.937,2.944,0.364,-0.886,0.712,0.154,0.134
472,2,661.9768173,1,0,492,12.67,2.929,0.392,-0.779,0.715,0.148,0.136
472,3,720.5333033,1,1,480,12.534,2.917,0.402,-0.715,0.719,0.15,0.131
472,4,882.1595162,1,1,462,12.439,2.931,0.426,-0.641,0.721,0.154,0.126
473,1,723.2567337,1,0,198,11.668,2.899,0.51,-0.104,0.667,0.076,0.258
473,2,947.644618,1,0,201,11.698,2.925,0.512,-0.107,0.682,0.065,0.254
473,3,1034.791258,1,1,188,11.689,2.952,0.495,-0.109,0.67,0.064,0.266
473,4,1152.653709,1,1,198,12.086,2.965,0.485,-0.259,0.692,0.071,0.237
474,1,846.3348672,0,0,148,10.671,3.27,0.581,0.241,0.601,0.284,0.115
474,2,1112.714144,0,0,181,10.865,3.133,0.564,0.154,0.613,0.276,0.11
474,3,1121.84762,0,1,192,11.126,3.172,0.547,0.02,0.63,0.292,0.078
474,4,1517.726632,0,1,178,11.657,3.112,0.539,-0.031,0.612,0.315,0.073
475,1,881.8411711,1,0,1141,11.308,3.062,0.577,0.176,0.68,0.166,0.154
475,2,1115.853278,1,0,1425,11.421,3.059,0.568,0.023,0.672,0.161,0.168
475,3,1398.885889,1,1,1363,11.411,3.097,0.568,0.018,0.675,0.164,0.161
475,4,1461.379496,1,1,1419,11.557,3.092,0.535,-0.116,0.665,0.171,0.164
476,1,1180.388132,0,0,513,11.231,2.862,0.538,0.238,0.715,0.156,0.129
476,2,1218.594108,0,0,495,11.217,2.897,0.549,0.22,0.731,0.152,0.117
476,3,1583.700788,0,1,468,11.303,2.908,0.558,0.216,0.729,0.156,0.115
476,4,1493.164516,0,1,450,11.253,2.898,0.549,0.186,0.733,0.151,0.116
477,1,730.6418772,0,0,719,11.439,2.954,0.556,0.133,0.719,0.152,0.129
477,2,1140.34781,0,0,692,11.381,2.962,0.561,0.11,0.711,0.159,0.13
477,3,1290.5407,0,1,663,11.351,2.982,0.561,0.092,0.718,0.163,0.119
477,4,1279.442653,0,1,633,11.341,2.991,0.548,0.024,0.72,0.158,0.122
478,1,738.9700535,1,0,1663,11.998,3.035,0.456,-0.412,0.816,0.115,0.069
478,2,818.3586961,1,0,1603,11.962,3.052,0.457,-0.371,0.817,0.116,0.067
478,3,999.053939,1,1,1582,11.982,3.042,0.458,-0.432,0.813,0.118,0.07
478,4,983.2167407,1,1,1647,12.08,3.039,0.447,-0.517,0.798,0.126,0.075
479,1,946.9897527,1,0,1802,11.086,3.003,0.63,0.4,0.694,0.23,0.075
479,2,1207.58838,1,0,1753,11.133,3.002,0.625,0.369,0.692,0.233,0.075
479,3,1574.929031,1,1,1705,11.222,3.013,0.624,0.326,0.69,0.235,0.075
479,4,1565.776057,1,1,1625,11.217,2.996,0.617,0.293,0.695,0.227,0.078
480,1,825.8677451,0,0,819,10.877,3.028,0.592,0.503,0.543,0.197,0.26
480,2,1397.484986,0,0,807,10.889,3.04,0.591,0.477,0.542,0.204,0.254
480,3,1274.589591,0,1,790,10.939,3.038,0.577,0.383,0.535,0.205,0.259
480,4,1448.299097,0,1,839,11.235,2.992,0.561,0.224,0.53,0.203,0.267
481,1,608.6689931,1,0,301,12.281,3.189,0.435,-0.512,0.645,0.226,0.13
481,2,861.689816,1,0,307,12.268,3.225,0.44,-0.476,0.655,0.228,0.117
481,3,828.8969741,1,1,319,12.223,3.21,0.429,-0.391,0.674,0.21,0.116
481,4,1098.84785,1,1,311,12.019,3.177,0.428,-0.368,0.662,0.222,0.116
482,1,1037.607346,1,0,243,11.168,3.132,0.539,0.062,0.687,0.198,0.115
482,2,1070.398011,1,0,229,11.302,3.179,0.559,0.049,0.69,0.192,0.118
482,3,1074.599686,1,1,237,11.457,3.131,0.549,-0.023,0.688,0.19,0.122
482,4,1045.225764,1,1,240,11.695,3.058,0.529,-0.056,0.708,0.175,0.117
483,1,746.8105246,0,0,549,11.463,2.962,0.588,0.189,0.455,0.357,0.188
483,2,1019.05591,0,0,551,11.509,2.973,0.584,0.129,0.452,0.365,0.183
483,3,1318.406339,0,1,519,11.484,2.933,0.561,0.109,0.459,0.364,0.177
483,4,1461.548009,0,1,543,11.398,2.934,0.547,-0.008,0.459,0.348,0.193
484,1,1119.991882,0,0,206,10.937,3.121,0.515,0.141,0.714,0.194,0.092
484,2,932.3313797,0,0,183,11.093,3.066,0.492,0.096,0.716,0.186,0.098
484,3,1081.866664,0,1,181,11.08,3.105,0.486,0.053,0.735,0.171,0.094
484,4,1106.847786,0,1,197,11.367,2.98,0.452,-0.151,0.716,0.183,0.102
485,1,903.268923,1,0,247,12.44,3.02,0.567,-0.068,0.713,0.223,0.065
485,2,1388.052791,1,0,265,12.347,3.026,0.585,0.001,0.747,0.2,0.053
485,3,1182.56017,1,1,275,12.485,2.985,0.564,-0.055,0.738,0.207,0.055
485,4,1355.521639,1,1,283,12.363,2.943,0.572,-0.051,0.756,0.187,0.057
486,1,819.4676591,1,0,161,11.578,3,0.478,0.165,0.783,0.155,0.062
486,2,1231.898135,1,0,157,11.682,2.949,0.49,0.106,0.79,0.146,0.064
486,3,1218.045201,1,1,144,11.597,2.938,0.493,0.092,0.778,0.146,0.076
486,4,1327.29525,1,1,154,11.398,3,0.526,0.069,0.753,0.169,0.078
487,1,962.3136623,1,0,820,10.934,2.92,0.611,0.432,0.767,0.139,0.094
487,2,1156.654755,1,0,832,11.058,2.951,0.609,0.395,0.76,0.142,0.099
487,3,1520.216847,1,1,798,11.127,2.959,0.608,0.368,0.762,0.139,0.099
487,4,1526.93875,1,1,813,11.235,2.98,0.598,0.273,0.75,0.146,0.103
488,1,738.6215213,0,0,132,10.967,3.258,0.508,0.25,0.742,0.227,0.03
488,2,868.451482,0,0,175,11.507,3.189,0.491,-0.078,0.737,0.234,0.029
488,3,1656.390785,0,1,169,11.124,3.089,0.491,-0.051,0.746,0.231,0.024
488,4,1184.062845,0,1,162,11.239,3.037,0.475,-0.069,0.753,0.222,0.025
489,1,924.3079879,1,0,1804,10.969,2.961,0.616,0.423,0.677,0.169,0.154
489,2,1171.705044,1,0,2104,11.019,2.945,0.607,0.314,0.66,0.174,0.166
489,3,1298.41075,1,1,2009,11.031,2.946,0.611,0.296,0.667,0.171,0.162
489,4,1452.822618,1,1,2137,11.037,2.979,0.597,0.206,0.666,0.172,0.162
490,1,965.6335973,0,0,478,11.104,2.99,0.607,0.285,0.446,0.22,0.335
490,2,1268.268521,0,0,494,11.143,3.024,0.599,0.259,0.439,0.231,0.33
490,3,1344.533845,0,1,541,11.095,3.02,0.59,0.199,0.434,0.237,0.329
490,4,1608.128097,0,1,544,11.116,3.002,0.588,0.148,0.415,0.241,0.344
491,1,721.0030113,0,0,145,11.059,3,0.51,-0.063,0.634,0.29,0.076
491,2,941.5566888,0,0,161,11.411,3.056,0.509,-0.125,0.665,0.28,0.056
491,3,1150.35423,0,1,155,11.389,3.058,0.516,-0.143,0.658,0.29,0.052
491,4,1189.157659,0,1,155,11.461,3.058,0.503,-0.22,0.639,0.31,0.052
492,1,987.7705969,0,0,253,10.93,3.032,0.609,0.35,0.419,0.34,0.241
492,2,946.0098771,0,0,294,11.057,2.99,0.585,0.158,0.395,0.367,0.238
492,3,1255.41671,0,1,291,11.097,2.938,0.588,0.153,0.416,0.34,0.244
492,4,1333.351961,0,1,281,11.129,2.957,0.569,0.097,0.423,0.335,0.242
493,1,869.2550927,1,0,345,11.119,2.916,0.557,0.185,0.716,0.151,0.133
493,2,1174.135378,1,0,358,11.269,2.922,0.542,0.163,0.721,0.148,0.131
493,3,1214.089483,1,1,369,11.496,2.856,0.509,0.015,0.721,0.138,0.141
493,4,1361.214136,1,1,367,11.706,2.85,0.501,-0.086,0.728,0.134,0.139
494,1,833.1939527,1,0,199,10.493,2.854,0.643,0.37,0.734,0.206,0.06
494,2,1334.073307,1,0,202,10.677,2.827,0.649,0.39,0.743,0.198,0.059
494,3,1244.336049,1,1,198,10.597,2.859,0.652,0.359,0.727,0.207,0.066
494,4,1518.368923,1,1,206,10.622,2.956,0.641,0.338,0.738,0.209,0.053
495,1,798.6038091,1,0,2718,11.538,3.013,0.525,0.013,0.776,0.159,0.065
495,2,1060.941575,1,0,2637,11.493,3.014,0.528,0.03,0.776,0.16,0.064
495,3,1204.007732,1,1,2518,11.462,3.013,0.528,0.022,0.777,0.163,0.06
495,4,1304.207299,1,1,2399,11.492,3.01,0.521,-0.02,0.779,0.163,0.058
496,1,858.907436,1,0,1057,11.823,3.061,0.521,-0.082,0.525,0.429,0.046
496,2,1220.385843,1,0,1068,11.841,3.01,0.527,-0.046,0.524,0.433,0.043
496,3,1193.432645,1,1,1031,11.748,3.009,0.533,-0.036,0.534,0.423,0.043
496,4,1223.98563,1,1,1010,11.713,2.997,0.529,-0.076,0.544,0.417,0.04
497,1,834.4510098,1,0,244,11.265,3.008,0.484,-0.11,0.639,0.107,0.254
497,2,811.8042444,1,0,262,11.206,3,0.496,-0.159,0.656,0.111,0.233
497,3,1187.445249,1,1,260,11.155,3.042,0.5,-0.132,0.658,0.108,0.235
497,4,1109.783441,1,1,247,11.226,2.968,0.486,-0.2,0.672,0.117,0.211
498,1,794.1871041,0,0,603,11.574,2.935,0.511,-0.017,0.728,0.197,0.075
498,2,963.7052702,0,0,584,11.541,2.899,0.514,-0.01,0.728,0.199,0.074
498,3,1244.811811,0,1,613,11.372,2.886,0.535,0.052,0.737,0.196,0.067
498,4,1130.838463,0,1,593,11.442,2.916,0.535,0.01,0.744,0.194,0.062
499,1,747.374785,0,0,1253,12.251,2.966,0.441,-0.387,0.654,0.285,0.061
499,2,752.3601527,0,0,1249,12.125,3.005,0.46,-0.319,0.654,0.288,0.058
499,3,1000.933033,0,1,1210,12.176,2.998,0.471,-0.303,0.645,0.295,0.06
499,4,1053.550127,0,1,1171,12.179,2.997,0.471,-0.305,0.641,0.293,0.066
500,1,1160.762647,0,0,113,11.779,3.088,0.478,-0.242,0.513,0.416,0.071
500,2,1165.55682,0,0,109,11.478,3.046,0.495,-0.203,0.495,0.44,0.064
500,3,958.1199747,0,1,114,11.584,3.035,0.5,-0.307,0.456,0.474,0.07
500,4,875.3308912,0,1,145,11.701,3.021,0.517,-0.348,0.469,0.455,0.076
501,1,1049.889481,0,0,172,11.02,2.797,0.576,0.213,0.843,0.099,0.058
501,2,1000.532923,0,0,165,10.944,2.83,0.57,0.207,0.855,0.079,0.067
501,3,1133.999677,0,1,186,10.974,2.973,0.57,0.145,0.839,0.097,0.065
501,4,1561.881716,0,1,193,11.199,2.922,0.56,0.103,0.829,0.109,0.062
502,1,738.0310938,1,0,90,11.57,3.044,0.456,-0.267,0.711,0.144,0.144
502,2,1740.444475,1,0,99,11.611,3.182,0.495,-0.258,0.707,0.172,0.121
502,3,859.8212329,1,1,110,11.865,3.273,0.491,-0.309,0.791,0.127,0.082
502,4,1372.473277,1,1,110,11.826,3.2,0.491,-0.334,0.764,0.145,0.091
503,1,623.4221915,1,0,231,11.498,3.199,0.58,0.046,0.623,0.234,0.143
503,2,956.1461173,1,0,243,11.836,3.255,0.551,-0.093,0.642,0.222,0.136
503,3,1133.242645,1,1,233,12.01,3.279,0.541,-0.14,0.635,0.232,0.133
503,4,1296.795185,1,1,239,12.203,3.109,0.498,-0.273,0.644,0.226,0.13
504,1,958.7015161,0,0,631,12.021,2.99,0.468,-0.366,0.436,0.352,0.212
504,2,746.5724916,0,0,685,11.832,2.952,0.46,-0.368,0.425,0.359,0.216
504,3,1121.069799,0,1,673,11.689,2.967,0.48,-0.309,0.431,0.352,0.217
504,4,1129.465783,0,1,674,11.686,2.954,0.478,-0.32,0.423,0.359,0.218
505,1,754.8381652,0,0,629,12.008,3.017,0.423,-0.464,0.905,0.056,0.04
505,2,759.6875285,0,0,651,12.109,3.038,0.422,-0.476,0.902,0.055,0.043
505,3,922.3408923,0,1,684,12.224,3.012,0.437,-0.445,0.899,0.06,0.041
505,4,969.5924762,0,1,620,12.138,2.979,0.439,-0.43,0.902,0.061,0.037
506,1,756.6710614,0,0,676,11.408,3.007,0.559,0.13,0.704,0.222,0.074
506,2,972.9750734,0,0,685,11.376,3.029,0.556,0.096,0.699,0.228,0.073
506,3,1199.078092,0,1,635,11.392,3.072,0.551,0.092,0.694,0.231,0.074
506,4,1178.75751,0,1,648,11.284,3.039,0.545,0.06,0.696,0.225,0.079
507,1,845.2958973,0,0,121,11.234,2.826,0.595,0.282,0.579,0.298,0.124
507,2,1266.846041,0,0,121,11.612,2.926,0.579,0.242,0.579,0.289,0.132
507,3,1303.221974,0,1,160,12.105,2.906,0.544,-0.06,0.569,0.306,0.125
507,4,1252.872242,0,1,156,12.122,2.974,0.526,-0.091,0.609,0.276,0.115
508,1,934.8334922,0,0,3722,11.033,2.961,0.59,0.302,0.623,0.262,0.116
508,2,1064.090443,0,0,3767,11.089,2.976,0.595,0.284,0.621,0.261,0.118
508,3,1228.091349,0,1,3535,11.113,2.991,0.586,0.26,0.618,0.262,0.12
508,4,1500.055816,0,1,3359,11.181,2.995,0.584,0.217,0.619,0.264,0.118
509,1,1114.534825,0,0,495,11.27,3.016,0.558,0.199,0.923,0.063,0.014
509,2,1022.847812,0,0,559,11.551,3.016,0.533,-0.02,0.928,0.061,0.011
509,3,1126.638904,0,1,533,11.642,3.024,0.531,-0.082,0.929,0.064,0.008
509,4,1368.499803,0,1,525,11.646,3.082,0.528,-0.074,0.926,0.065,0.01
510,1,777.9890739,1,0,308,11.424,2.99,0.526,-0.019,0.877,0.075,0.049
510,2,1066.151173,1,0,309,11.343,3.019,0.55,0.009,0.887,0.065,0.049
510,3,1088.694311,1,1,316,11.18,3.032,0.541,-0.073,0.889,0.06,0.051
510,4,1304.1496,1,1,325,11.208,3.083,0.554,-0.102,0.883,0.065,0.052
511,1,923.6075179,0,0,416,11.042,2.954,0.579,0.414,0.43,0.409,0.161
511,2,1390.850659,0,0,401,11.04,3.015,0.566,0.342,0.414,0.419,0.167
